StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,SC0,PROLIFIC_PID,RunningScore,QuestionCount
20/11/2025 21:14,20/11/2025 21:22,IP Address,100,483,TRUE,20/11/2025 21:22,R_8Kp7EJ0hjptEWwV,anonymous,EN,1,5baa7acf14779d0001a23968,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,20,,20,20
20/11/2025 21:31,20/11/2025 21:52,IP Address,100,1240,TRUE,20/11/2025 21:52,R_2ERQHlWGGT4OqAx,anonymous,EN,0.899999976,68022f459a6e791147ee95b1,,,,,,,,,,,,,,,,,,,,,1076.01,1076.01,1077.512,1,0,,0,0
20/11/2025 21:51,20/11/2025 22:09,IP Address,100,1034,TRUE,20/11/2025 22:09,R_2ab5rv5GSZjbTFk,anonymous,EN,1,641384b3dffcf39ec42d3c23,,,,,,,,,,,,,,,,,,,,,0,0,903.347,0,0,,0,0
20/11/2025 23:16,20/11/2025 23:25,IP Address,100,537,TRUE,20/11/2025 23:25,R_8uiBakkAbaQsXIt,anonymous,EN,1,5dc04aba55b86247c9991f89,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(a) They have more funding than both universities and pharmaceutical companies combined.,(a) They lack the laboratory space to conduct cutting-edge experiments.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,18,,18,20
28/11/2025 10:02,28/11/2025 10:18,IP Address,100,918,TRUE,28/11/2025 10:18,R_2X9qtcMz9gS4O7n,anonymous,EN,1,5e5913ae7a584411eb9ab586,,,,,,,,,,,,,,,,,,,,,0,0,899.401,0,0,,0,0
28/11/2025 10:04,28/11/2025 10:20,IP Address,100,939,TRUE,28/11/2025 10:20,R_2JSJTKdI0dKksqR,anonymous,EN,0.5,5c5cad3e4ee81200018eafe2,,,,,,,,,,,,,,,,,,,,,898.35,898.35,900.993,1,0,,0,0
28/11/2025 10:05,28/11/2025 10:22,IP Address,100,1049,TRUE,28/11/2025 10:22,R_2dAoNovKsyjzhg6,anonymous,EN,1,677c455afc1062faab5b165e,(d)  iPSCs are simpler and faster to generate in the lab than embryonic stem cells,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(a) Directly cure complex neurodegenerative diseases.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,"(c) By creating a new, safer version of Vioxx using genetic engineering.",(c) To create a new group of patients who would not experience arthritis.,,,,,13,,13,20
28/11/2025 10:13,28/11/2025 10:27,IP Address,100,819,TRUE,28/11/2025 10:27,R_2aTCyi5q1uU1TEd,anonymous,EN,0.800000012,5d29c671bc573b00165c9014,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,20,,20,20
28/11/2025 10:07,28/11/2025 10:28,IP Address,100,1226,TRUE,28/11/2025 10:28,R_2ARuyzimE3vKv0A,anonymous,EN,0.899999976,634d7250f674c11a71d1b88e,,,,,,,,,,,,,,,,,,,,,9.621,9.621,907.452,1,0,,0,0
28/11/2025 10:17,28/11/2025 10:29,IP Address,100,708,TRUE,28/11/2025 10:29,R_2I6I9gFDHZ41wpH,anonymous,EN,1,5c4782d9cae0ab000188d2b4,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(d) It can perfectly reconstruct the damaged tissue after the disease has progressed.,(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,19,,19,20
28/11/2025 10:59,28/11/2025 11:14,IP Address,100,917,TRUE,28/11/2025 11:14,R_29vrum6yIgJe0pw,anonymous,EN,1,5bbb5e3f118c0600013c3202,,,,,,,,,,,,,,,,,,,,,888.698,894.021,899.387,2,0,,0,0
28/11/2025 11:16,28/11/2025 11:23,IP Address,100,438,TRUE,28/11/2025 11:23,R_2dMkyUqcyetyAe1,anonymous,EN,1,65a3f461bfa22dde98c10436,(a) iPSCs can differentiate into a wider variety of cell types than embryonic stem cells.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(c) The statistical probability of inheriting MND across different populations.,"(b) Statements 1, 2, and 3",(d) The strict government regulations that prevent most new drugs from being approved.,(d) It would increase the failure rate by revealing more potential side effects.,(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(c) They operate under different government regulations than academic labs.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(d) Manually created cells cannot be differentiated into specific tissue types.,"(a) Automated systems can reprogram cells without using viruses, making them safer.",(d) It can perfectly reconstruct the damaged tissue after the disease has progressed.,(d) Confirm that all diseases are caused by multiple cell types.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(b) To protect valuable intellectual property from competing pharmaceutical companies.,(d) By proving the drug was completely safe for all genetic subtypes.,(c) To create a new group of patients who would not experience arthritis.,,,,,7,,7,20
28/11/2025 11:45,28/11/2025 12:00,IP Address,100,944,TRUE,28/11/2025 12:00,R_8fV6B9EIplMUwA3,anonymous,EN,1,66682215a0ceedec14b62fe6,,,,,,,,,,,,,,,,,,,,,4.953,903.581,905.05,2,0,,0,0
28/11/2025 12:32,28/11/2025 12:55,IP Address,100,1408,TRUE,28/11/2025 12:55,R_8syU6VqF7dXLSCu,anonymous,EN,1,67d7de6a1dfb7a9e45d11308,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,(a) Statements 1 and 2,(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(d) They are unable to secure the necessary patents for new discoveries,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(d) To highlight that both fields rely on the same laboratory techniques and equipment.,(c) To advance critical research without political and financial interference.,(d) By proving the drug was completely safe for all genetic subtypes.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,15,,15,20
28/11/2025 12:05,28/11/2025 13:00,IP Address,100,3267,TRUE,28/11/2025 13:00,R_8tCZimAQ37SU83Q,anonymous,EN,0.200000003,605ab9d5c01d0b0fc69930c5,,,,,,,,,,,,,,,,,,,,,0,0,898.754,0,0,,0,0
28/11/2025 15:49,28/11/2025 16:26,IP Address,100,2241,TRUE,28/11/2025 16:26,R_8wdwf12Pw8uwV20,anonymous,EN,0.899999976,672cf6205a2ec818a3f9a822,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(d) It proves that skin cells and motor neurons share the same biological function.,(b) The interaction between motor neurons and other cell types contributing to the disease.,(a) Statements 1 and 2,(b) The over-reliance on animal models that do not accurately predict human responses.,(d) It would increase the failure rate by revealing more potential side effects.,(d) The drug was likely not tested on embryonic stem cells from that population.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(c) They operate under different government regulations than academic labs.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,(d) Automated systems can source skin cells from donors around the world.,"(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(c) Eliminate the need for animal testing in all medical research.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,"(c) By creating a new, safer version of Vioxx using genetic engineering.",(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,11,,11,20
28/11/2025 16:56,28/11/2025 17:12,IP Address,100,953,TRUE,28/11/2025 17:12,R_2f3XNn8QrKnDHjg,anonymous,EN,1,68138b62cc045bd133cfcf6b,,,,,,,,,,,,,,,,,,,,,414.242,613.799,917.783,2,0,,0,0
28/11/2025 17:20,28/11/2025 17:32,IP Address,100,689,TRUE,28/11/2025 17:32,R_2w4yqurzxVc2BJv,anonymous,EN,0.800000012,64ff8f28eb8d29f0814080fa,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(c) Can this drug be manufactured cheaply and distributed globally?,(d) They exclusively hire scientists who have worked in both academia and industry.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,,,,,18,,18,20
28/11/2025 17:41,28/11/2025 17:57,IP Address,100,927,TRUE,28/11/2025 17:57,R_2Vx1XhDXSBtInEd,anonymous,EN,1,66b5172c8f0bd3b23ce66c22,,,,,,,,,,,,,,,,,,,,,0,0,899.435,0,0,,0,0
28/11/2025 18:14,28/11/2025 18:30,IP Address,100,934,TRUE,28/11/2025 18:30,R_2D0wK9e9W3uteVq,anonymous,EN,1,5cfbf333ac28dd00196e807b,,,,,,,,,,,,,,,,,,,,,30.283,116.328,902.542,2,0,,0,0
