StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,SC0,PROLIFIC_PID,FL_14_DO,StemCellsFinalTest_DO
11/07/2025 04:08,11/07/2025 04:19,IP Address,100,659,TRUE,11/07/2025 04:19,R_2V449WnuNbbaloK,anonymous,EN,0.899999976,672380a64e984ba03695602f,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(b) By forecasting the precise age at which the symptoms of a disease will first appear.,(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(a) The disease was found to be caused by a virus.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,6,672380a64e984ba03695602f,StemCellsFinalTest,Participant ID|Instructions|Q18 |Q5 |Q7|Q4|Q12|Q11|Q2|Q8|Q3|Q16|Q19 |Q17 |Q10|Q15|Q6 |Q14 |Q20|Q1 |Q9|Q13 |Debrief
11/07/2025 04:15,11/07/2025 04:22,IP Address,100,405,TRUE,11/07/2025 04:22,R_8LBCUrzS6oJGk9k,anonymous,EN,0.800000012,679a0366c8793f4845badfd6,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(a) Dividing controllably in the brain without forming tumours.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(a) They are more tightly regulated by the government and face more stringent checks.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(c) The motor neurones were not actually dying in the dish.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,8,679a0366c8793f4845badfd6,StemCellsFinalTest,Participant ID|Instructions|Q12|Q15|Q14 |Q17 |Q8|Q11|Q5 |Q20|Q9|Q7|Q3|Q2|Q6 |Q4|Q10|Q13 |Q18 |Q16|Q19 |Q1 |Debrief
11/07/2025 03:58,11/07/2025 04:33,IP Address,100,2071,TRUE,11/07/2025 04:33,R_85MGv4k2J16xUAv,anonymous,EN,0.800000012,5d85f3490a530a001a4e55aa,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(a) Dividing controllably in the brain without forming tumours.,(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.",(d) To consolidate different stem cell research globally under one central organization.,(a) A tendency for academic scientists to keep promising findings from industry.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(a) The difficulty in obtaining sufficient funds for the costly final phases of clinical trials.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(c) Statements 3 and 4,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(c) A shift in animal testing models to human testing models.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(c) The motor neurones were not actually dying in the dish.,"(c) Statements 2, 3, and 4",(c) Every individual has a different genetic makeup.,5,5d85f3490a530a001a4e55aa,StemCellsFinalTest,Participant ID|Instructions|Q9|Q4|Q13 |Q10|Q5 |Q3|Q14 |Q12|Q18 |Q16|Q1 |Q20|Q8|Q11|Q15|Q6 |Q7|Q17 |Q19 |Q2|Debrief
11/07/2025 04:35,11/07/2025 04:43,IP Address,100,507,TRUE,11/07/2025 04:43,R_8Dky4gg3SrRCf1T,anonymous,EN,0.899999976,667d404c940badc47d80d670,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.",(c) To regulate the direct production and sale of stem cell therapies to the public.,(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(b) Statements 1, 2, and 3",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,10,667d404c940badc47d80d670,StemCellsFinalTest,Participant ID|Instructions|Q8|Q2|Q12|Q10|Q20|Q11|Q15|Q16|Q13 |Q1 |Q5 |Q7|Q14 |Q18 |Q17 |Q4|Q6 |Q9|Q3|Q19 |Debrief
11/07/2025 04:48,11/07/2025 04:55,IP Address,100,409,TRUE,11/07/2025 04:55,R_2HLGQyaoB3n9i8W,anonymous,EN,1,62f108ab1d119c891d45ae6a,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(b) More resources should be devoted to reduce potential side effects of new drugs.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,62f108ab1d119c891d45ae6a,StemCellsFinalTest,Participant ID|Instructions|Q20|Q11|Q9|Q14 |Q17 |Q1 |Q6 |Q2|Q19 |Q15|Q4|Q3|Q5 |Q7|Q10|Q13 |Q18 |Q8|Q12|Q16|Debrief
11/07/2025 05:41,11/07/2025 05:48,IP Address,100,403,TRUE,11/07/2025 05:48,R_8jBrug76K5THJWB,anonymous,EN,1,5e19961e1b8014222555c3b2,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(c) A treatment tested in male animals may show harmful effects in female humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(b) The lack of an adequately representative sample of human subjects for testing.,(b) iPSCs can naturally become immune to the viral vectors used during their creation.,(d) They are subject to more intense ethical scrutiny than smaller institutions.,(c) Statements 3 and 4,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,(b) Statements 1 and 2,(c) Every individual has a different genetic makeup.,9,5e19961e1b8014222555c3b2,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q10|Q1 |Q20|Q11|Q6 |Q13 |Q5 |Q18 |Q17 |Q4|Q3|Q12|Q15|Q8|Q19 |Q16|Q9|Q2|Q7|Debrief
11/07/2025 05:41,11/07/2025 05:50,IP Address,100,555,TRUE,11/07/2025 05:50,R_2FaIYTh1AjmbtRF,anonymous,EN,0.300000012,58ededd652ac63000154a4e6,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(a) To focus solely on embryonic stem cell research, excluding other stem cell types.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(d) They are subject to more intense ethical scrutiny than smaller institutions.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(d) Tools to predict individual drug responses based on genetic makeup.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,11,58ededd652ac63000154a4e6,StemCellsFinalTest,Participant ID|Instructions|Q12|Q15|Q18 |Q14 |Q17 |Q10|Q5 |Q19 |Q6 |Q1 |Q16|Q2|Q3|Q9|Q20|Q13 |Q7|Q4|Q11|Q8|Debrief
11/07/2025 05:51,11/07/2025 06:05,IP Address,100,838,TRUE,11/07/2025 06:05,R_2pRdyfXcxCWtaTH,anonymous,EN,1,6760acee7b448e51215b1910,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,6760acee7b448e51215b1910,StemCellsFinalTest,Participant ID|Instructions|Q3|Q1 |Q14 |Q7|Q2|Q11|Q13 |Q12|Q10|Q19 |Q8|Q9|Q4|Q20|Q6 |Q15|Q18 |Q16|Q17 |Q5 |Debrief
11/07/2025 05:53,11/07/2025 06:05,IP Address,100,714,TRUE,11/07/2025 06:05,R_2Ywifr8XZZncGvT,anonymous,EN,1,5ba60abd9629a90001b36fdc,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(a) Dividing controllably in the brain without forming tumours.,(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(a) They are more tightly regulated by the government and face more stringent checks.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,12,5ba60abd9629a90001b36fdc,StemCellsFinalTest,Participant ID|Instructions|Q8|Q13 |Q16|Q7|Q5 |Q20|Q17 |Q9|Q6 |Q14 |Q15|Q10|Q1 |Q12|Q18 |Q11|Q3|Q19 |Q4|Q2|Debrief
11/07/2025 06:06,11/07/2025 06:13,IP Address,100,416,TRUE,11/07/2025 06:13,R_8FeqiY8N6ktyY9A,anonymous,EN,0.100000001,66927ac65524897b604bc734,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(c) A treatment tested in male animals may show harmful effects in female humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(b) iPSCs can naturally become immune to the viral vectors used during their creation.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(b) More resources should be devoted to reduce potential side effects of new drugs.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,9,66927ac65524897b604bc734,StemCellsFinalTest,Participant ID|Instructions|Q9|Q8|Q13 |Q20|Q2|Q7|Q16|Q12|Q1 |Q3|Q14 |Q5 |Q18 |Q19 |Q11|Q4|Q6 |Q10|Q17 |Q15|Debrief
11/07/2025 06:09,11/07/2025 06:17,IP Address,100,489,TRUE,11/07/2025 06:17,R_2gpAhlGx04NwgGl,anonymous,EN,1,65aea1ad4ec9136d74dc5095,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(b) Allowing for the design and creation of entirely new, synthetic types of stem cells.","(a) To focus solely on embryonic stem cell research, excluding other stem cell types.",(c) The high costs that educational institutions will incur to materialize innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(c) Function as a indestructible repository for individual patient-specific data.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,9,65aea1ad4ec9136d74dc5095,StemCellsFinalTest,Participant ID|Instructions|Q15|Q2|Q7|Q13 |Q3|Q20|Q16|Q12|Q19 |Q5 |Q1 |Q6 |Q9|Q4|Q14 |Q11|Q10|Q17 |Q8|Q18 |Debrief
11/07/2025 06:14,11/07/2025 06:24,IP Address,100,593,TRUE,11/07/2025 06:24,R_8gnpgmpSUj2IB89,anonymous,EN,0.100000001,63d16bb09fbf6b74afb1a010,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(d) They are subject to more intense ethical scrutiny than smaller institutions.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(c) Statements 2, 3, and 4",(b) Every individual has different lifestyle choices and dietary habits.,8,63d16bb09fbf6b74afb1a010,StemCellsFinalTest,Participant ID|Instructions|Q5 |Q6 |Q12|Q18 |Q4|Q20|Q2|Q11|Q15|Q14 |Q3|Q10|Q19 |Q7|Q17 |Q9|Q1 |Q8|Q16|Q13 |Debrief
11/07/2025 06:24,11/07/2025 06:29,IP Address,100,294,TRUE,11/07/2025 06:29,R_2rc2UDyP5ERF8J6,anonymous,EN,0.699999988,58945874b5496d00018cfe1c,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(a) Dividing controllably in the brain without forming tumours.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(a) The difficulty in obtaining sufficient funds for the costly final phases of clinical trials.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(c) Statements 3 and 4,(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,10,58945874b5496d00018cfe1c,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q6 |Q17 |Q18 |Q7|Q12|Q2|Q10|Q15|Q9|Q5 |Q16|Q14 |Q3|Q20|Q13 |Q11|Q8|Q4|Q1 |Debrief
11/07/2025 06:23,11/07/2025 06:33,IP Address,100,559,TRUE,11/07/2025 06:33,R_2tCrlbA6ialNai5,anonymous,EN,0.899999976,671ac509e93a57b5220b3d4e,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(b) Improves comfort and quality of life for those already suffering.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(a) They are more tightly regulated by the government and face more stringent checks.,(c) Statements 3 and 4,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(c) Statements 2, 3, and 4",(c) Every individual has a different genetic makeup.,7,671ac509e93a57b5220b3d4e,StemCellsFinalTest,Participant ID|Instructions|Q12|Q18 |Q9|Q3|Q11|Q4|Q5 |Q14 |Q1 |Q19 |Q8|Q17 |Q13 |Q2|Q20|Q16|Q15|Q6 |Q10|Q7|Debrief
11/07/2025 06:37,11/07/2025 06:46,IP Address,100,513,TRUE,11/07/2025 06:46,R_8YUaRcDtun5JUM9,anonymous,EN,0.600000024,5da760eae8174b001640d369,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(a) They are more tightly regulated by the government and face more stringent checks.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,12,5da760eae8174b001640d369,StemCellsFinalTest,Participant ID|Instructions|Q20|Q15|Q11|Q14 |Q2|Q6 |Q12|Q1 |Q10|Q7|Q8|Q18 |Q13 |Q16|Q4|Q9|Q17 |Q5 |Q3|Q19 |Debrief
11/07/2025 07:07,11/07/2025 07:16,IP Address,100,552,TRUE,11/07/2025 07:16,R_2HqWV9YhIDLu67D,anonymous,EN,0.400000006,5f25419d6c25411a2b68ddd8,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(a) Dividing controllably in the brain without forming tumours.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(a) The disease was found to be caused by a virus.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,10,5f25419d6c25411a2b68ddd8,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q7|Q8|Q2|Q5 |Q4|Q15|Q6 |Q12|Q11|Q16|Q20|Q1 |Q19 |Q9|Q13 |Q18 |Q17 |Q3|Q10|Debrief
11/07/2025 08:07,11/07/2025 08:15,IP Address,100,490,TRUE,11/07/2025 08:15,R_2JnkZsBRlPCPl4t,anonymous,EN,1,61680035775d6be6c3034464,(c) Their inherent resistance to the patient's immune system after differentiation.,(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(a) They are more tightly regulated by the government and face more stringent checks.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,15,61680035775d6be6c3034464,StemCellsFinalTest,Participant ID|Instructions|Q3|Q10|Q7|Q15|Q20|Q19 |Q16|Q6 |Q9|Q4|Q18 |Q14 |Q17 |Q8|Q1 |Q11|Q13 |Q5 |Q12|Q2|Debrief
11/07/2025 08:23,11/07/2025 08:31,IP Address,100,453,TRUE,11/07/2025 08:31,R_2FLmgKfoUCf5G3D,anonymous,EN,1,62029bb4ef1cb18a1337c8a8,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(a) They are more tightly regulated by the government and face more stringent checks.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,62029bb4ef1cb18a1337c8a8,StemCellsFinalTest,Participant ID|Instructions|Q1 |Q7|Q4|Q2|Q9|Q16|Q15|Q19 |Q20|Q5 |Q6 |Q17 |Q13 |Q12|Q14 |Q11|Q10|Q18 |Q8|Q3|Debrief
